0.000	-0.345
0.003	-0.345
0.006	-0.345
0.009	-0.345
0.012	-0.345
0.015	-0.345
0.018	-0.345
0.021	-0.345
0.024	-0.330
0.027	-0.320
0.030	-0.320
0.033	-0.325
0.036	-0.330
0.039	-0.325
0.042	-0.315
0.045	-0.305
0.048	-0.300
0.051	-0.315
0.054	-0.320
0.057	-0.315
0.060	-0.300
0.063	-0.290
0.066	-0.290
0.069	-0.295
0.072	-0.290
0.075	-0.295
0.078	-0.285
0.081	-0.255
0.084	-0.230
0.087	-0.200
0.090	-0.195
0.093	-0.160
0.096	-0.160
0.099	-0.165
0.102	-0.200
0.105	-0.200
0.108	-0.210
0.111	-0.210
0.114	-0.205
0.117	-0.210
0.120	-0.210
0.123	-0.220
0.126	-0.250
0.129	-0.250
0.132	-0.250
0.135	-0.260
0.138	-0.265
0.141	-0.275
0.144	-0.305
0.147	-0.320
0.150	-0.330
0.153	-0.320
0.156	-0.320
0.159	-0.315
0.162	-0.340
0.165	-0.350
0.168	-0.335
0.171	-0.320
0.174	-0.310
0.177	-0.335
0.180	-0.345
0.183	-0.350
0.186	-0.350
0.189	-0.355
0.192	-0.350
0.195	-0.350
0.198	-0.370
0.201	-0.360
0.204	-0.345
0.207	-0.325
0.210	-0.325
0.213	-0.335
0.216	-0.370
0.219	-0.400
0.222	-0.400
0.225	-0.395
0.228	-0.350
0.231	-0.210
0.234	-0.010
0.237	0.245
0.240	0.530
0.243	0.850
0.246	1.085
0.249	1.065
0.252	0.815
0.255	0.480
0.258	0.210
0.261	-0.010
0.264	-0.145
0.267	-0.185
0.270	-0.240
0.273	-0.285
0.276	-0.285
0.279	-0.285
0.282	-0.290
0.285	-0.300
0.288	-0.335
0.291	-0.360
0.294	-0.360
0.297	-0.385
0.300	-0.395
0.303	-0.415
0.306	-0.430
0.309	-0.435
0.312	-0.405
0.315	-0.410
0.318	-0.405
0.321	-0.415
0.324	-0.440
0.327	-0.430
0.330	-0.415
0.333	-0.420
0.336	-0.415
0.339	-0.420
0.342	-0.430
0.345	-0.440
0.348	-0.425
0.351	-0.415
0.354	-0.425
0.357	-0.430
0.360	-0.425
0.363	-0.415
0.366	-0.420
0.369	-0.415
0.372	-0.420
0.375	-0.420
0.378	-0.435
0.381	-0.415
0.384	-0.415
0.387	-0.400
0.390	-0.395
0.393	-0.410
0.396	-0.425
0.399	-0.415
0.402	-0.405
0.405	-0.395
0.408	-0.400
0.411	-0.410
0.414	-0.420
0.417	-0.410
0.420	-0.395
0.423	-0.380
0.426	-0.390
0.429	-0.400
0.432	-0.415
0.435	-0.420
0.438	-0.385
0.441	-0.375
0.444	-0.380
0.447	-0.375
0.450	-0.365
0.453	-0.350
0.456	-0.350
0.459	-0.350
0.462	-0.340
0.465	-0.350
0.468	-0.350
0.471	-0.325
0.474	-0.320
0.477	-0.310
0.480	-0.310
0.483	-0.310
0.486	-0.305
0.489	-0.285
0.492	-0.270
0.495	-0.265
0.498	-0.265
0.501	-0.255
0.504	-0.240
0.507	-0.220
0.510	-0.210
0.513	-0.205
0.516	-0.190
0.519	-0.175
0.522	-0.175
0.525	-0.165
0.528	-0.155
0.531	-0.145
0.534	-0.130
0.537	-0.125
0.540	-0.135
0.543	-0.125
0.546	-0.110
0.549	-0.090
0.552	-0.105
0.555	-0.120
0.558	-0.120
0.561	-0.120
0.564	-0.110
0.567	-0.110
0.570	-0.130
0.573	-0.160
0.576	-0.165
0.579	-0.170
0.582	-0.170
0.585	-0.180
0.588	-0.205
0.591	-0.225
0.594	-0.235
0.597	-0.245
0.600	-0.250
0.603	-0.255
0.606	-0.265
0.609	-0.275
0.612	-0.285
0.615	-0.295
0.618	-0.290
0.621	-0.305
0.624	-0.315
0.627	-0.330
0.630	-0.340
0.633	-0.325
0.636	-0.325
0.639	-0.315
0.642	-0.310
0.645	-0.335
0.648	-0.355
0.651	-0.355
0.654	-0.365
0.657	-0.345
0.660	-0.345
0.663	-0.330
0.666	-0.350
0.669	-0.355
0.672	-0.340
0.675	-0.345
0.678	-0.345
0.681	-0.350
0.684	-0.350
0.687	-0.350
0.690	-0.345
0.693	-0.330
0.696	-0.340
0.699	-0.350
0.702	-0.360
0.705	-0.350
0.708	-0.340
0.711	-0.330
0.714	-0.320
0.717	-0.325
0.720	-0.320
0.723	-0.325
0.726	-0.320
0.729	-0.315
0.732	-0.325
0.735	-0.345
0.738	-0.350
0.741	-0.330
0.744	-0.320
0.747	-0.305
0.750	-0.305
0.753	-0.300
0.756	-0.320
0.759	-0.325
0.762	-0.325
0.765	-0.305
0.768	-0.290
0.771	-0.305
0.774	-0.320
0.777	-0.325
0.780	-0.325
0.783	-0.310
0.786	-0.310
0.789	-0.310
0.792	-0.325
0.795	-0.310
0.798	-0.310
0.801	-0.315
0.804	-0.310
0.807	-0.320
0.810	-0.330
0.813	-0.320
0.816	-0.315
0.819	-0.315
0.822	-0.315
0.825	-0.340
0.828	-0.340
0.831	-0.325
0.834	-0.310
0.837	-0.305
0.840	-0.320
0.843	-0.320
0.846	-0.330
0.849	-0.330
0.852	-0.335
0.855	-0.320
0.858	-0.320
0.861	-0.330
0.864	-0.340
0.867	-0.345
0.870	-0.335
0.873	-0.320
0.876	-0.330
0.879	-0.325
0.882	-0.320
0.885	-0.325
0.888	-0.325
0.891	-0.315
0.894	-0.315
0.897	-0.320
0.900	-0.335
0.903	-0.335
0.906	-0.325
0.909	-0.320
0.912	-0.330
0.915	-0.340
0.918	-0.350
0.921	-0.330
0.924	-0.335
0.927	-0.325
0.930	-0.310
0.933	-0.340
0.936	-0.355
0.939	-0.335
0.942	-0.320
0.945	-0.305
0.948	-0.310
0.951	-0.315
0.954	-0.320
0.957	-0.350
0.960	-0.315
0.963	-0.320
0.966	-0.320
0.969	-0.320
0.972	-0.320
0.975	-0.320
0.978	-0.310
0.981	-0.310
0.984	-0.315
0.987	-0.315
0.990	-0.310
0.993	-0.295
0.996	-0.280
0.999	-0.280
1.002	-0.290
1.005	-0.295
1.008	-0.295
1.011	-0.285
1.014	-0.275
1.017	-0.240
1.020	-0.220
1.023	-0.215
1.026	-0.215
1.029	-0.175
1.032	-0.145
1.035	-0.140
1.038	-0.150
1.041	-0.185
1.044	-0.210
1.047	-0.215
1.050	-0.215
1.053	-0.205
1.056	-0.210
1.059	-0.215
1.062	-0.235
1.065	-0.255
1.068	-0.250
1.071	-0.250
1.074	-0.240
1.077	-0.255
1.080	-0.270
1.083	-0.275
1.086	-0.300
1.089	-0.300
1.092	-0.325
1.095	-0.320
1.098	-0.325
1.101	-0.315
1.104	-0.305
1.107	-0.305
1.110	-0.315
1.113	-0.320
1.116	-0.355
1.119	-0.350
1.122	-0.350
1.125	-0.335
1.128	-0.320
1.131	-0.325
1.134	-0.340
1.137	-0.350
1.140	-0.325
1.143	-0.305
1.146	-0.310
1.149	-0.325
1.152	-0.360
1.155	-0.355
1.158	-0.360
1.161	-0.355
1.164	-0.360
1.167	-0.370
1.170	-0.270
1.173	-0.085
1.176	0.135
1.179	0.385
1.182	0.690
1.185	0.945
1.188	1.020
1.191	0.890
1.194	0.605
1.197	0.345
1.200	0.115
1.203	-0.055
1.206	-0.140
1.209	-0.185
1.212	-0.235
1.215	-0.240
1.218	-0.250
1.221	-0.270
1.224	-0.300
1.227	-0.315
1.230	-0.340
1.233	-0.370
1.236	-0.380
1.239	-0.405
1.242	-0.395
1.245	-0.385
1.248	-0.375
1.251	-0.365
1.254	-0.375
1.257	-0.395
1.260	-0.415
1.263	-0.420
1.266	-0.405
1.269	-0.390
1.272	-0.410
1.275	-0.400
1.278	-0.410
1.281	-0.390
1.284	-0.395
1.287	-0.390
1.290	-0.395
1.293	-0.415
1.296	-0.425
1.299	-0.420
1.302	-0.395
1.305	-0.390
1.308	-0.400
1.311	-0.405
1.314	-0.405
1.317	-0.395
1.320	-0.385
1.323	-0.385
1.326	-0.385
1.329	-0.400
1.332	-0.405
1.335	-0.405
1.338	-0.400
1.341	-0.390
1.344	-0.385
1.347	-0.400
1.350	-0.415
1.353	-0.405
1.356	-0.390
1.359	-0.375
1.362	-0.370
1.365	-0.385
1.368	-0.400
1.371	-0.385
1.374	-0.370
1.377	-0.360
1.380	-0.365
1.383	-0.365
1.386	-0.375
1.389	-0.380
1.392	-0.355
1.395	-0.340
1.398	-0.340
1.401	-0.335
1.404	-0.345
1.407	-0.335
1.410	-0.320
1.413	-0.315
1.416	-0.330
1.419	-0.315
1.422	-0.330
1.425	-0.315
1.428	-0.300
1.431	-0.275
1.434	-0.255
1.437	-0.240
1.440	-0.255
1.443	-0.245
1.446	-0.235
1.449	-0.220
1.452	-0.210
1.455	-0.210
1.458	-0.215
1.461	-0.205
1.464	-0.185
1.467	-0.170
1.470	-0.150
1.473	-0.140
1.476	-0.145
1.479	-0.140
1.482	-0.115
1.485	-0.120
1.488	-0.125
1.491	-0.115
1.494	-0.130
1.497	-0.120
1.500	-0.120
1.503	-0.125
1.506	-0.115
1.509	-0.130
1.512	-0.125
1.515	-0.125
1.518	-0.130
1.521	-0.140
1.524	-0.160
1.527	-0.170
1.530	-0.190
1.533	-0.195
1.536	-0.190
1.539	-0.180
1.542	-0.195
1.545	-0.225
1.548	-0.235
1.551	-0.240
1.554	-0.235
1.557	-0.235
1.560	-0.240
1.563	-0.270
1.566	-0.275
1.569	-0.280
1.572	-0.275
1.575	-0.275
1.578	-0.280
1.581	-0.300
1.584	-0.310
1.587	-0.310
1.590	-0.305
1.593	-0.295
1.596	-0.295
1.599	-0.310
1.602	-0.320
1.605	-0.305
1.608	-0.300
1.611	-0.295
1.614	-0.315
1.617	-0.315
1.620	-0.320
1.623	-0.305
1.626	-0.305
1.629	-0.295
1.632	-0.310
1.635	-0.305
1.638	-0.300
1.641	-0.305
1.644	-0.300
1.647	-0.310
1.650	-0.295
1.653	-0.295
1.656	-0.295
1.659	-0.290
1.662	-0.285
1.665	-0.280
1.668	-0.275
1.671	-0.275
1.674	-0.285
1.677	-0.290
1.680	-0.275
1.683	-0.280
1.686	-0.270
1.689	-0.285
1.692	-0.295
1.695	-0.295
1.698	-0.275
1.701	-0.270
1.704	-0.265
1.707	-0.265
1.710	-0.270
1.713	-0.265
1.716	-0.270
1.719	-0.260
1.722	-0.260
1.725	-0.265
1.728	-0.285
1.731	-0.285
1.734	-0.275
1.737	-0.260
1.740	-0.265
1.743	-0.280
1.746	-0.285
1.749	-0.280
1.752	-0.265
1.755	-0.265
1.758	-0.265
1.761	-0.265
1.764	-0.265
1.767	-0.270
1.770	-0.270
1.773	-0.255
1.776	-0.265
1.779	-0.280
1.782	-0.290
1.785	-0.280
1.788	-0.270
1.791	-0.270
1.794	-0.265
1.797	-0.265
1.800	-0.295
1.803	-0.280
1.806	-0.285
1.809	-0.265
1.812	-0.265
1.815	-0.280
1.818	-0.285
1.821	-0.285
1.824	-0.275
